,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive,-1.0,-1.4,0.0,1.0,1.4,avg,naive
,25%,25%,25%,25%,25%,25%,25%,50%,50%,50%,50%,50%,50%,50%,75%,75%,75%,75%,75%,75%,75%,count,count,count,count,count,count,count,max,max,max,max,max,max,max,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,std,std,std,std,std,std,std
decile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.8712432129970367,4.642880214276931,1.8677285146883866,1.8712432129970367,4.642880214276931,2.77793441317693,1.6674914147914068,4.24757351138267,9.495989788414036,4.207688503318721,4.24757351138267,9.495989788414036,5.975714535563856,3.7997765654096134,8.419390138226685,15.435110680851345,8.422688733725598,8.419390138226685,15.435110680851345,10.95958535237592,7.809196054601107,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,42.93930188053099,38.750769788758674,37.3229040694171,42.93930188053099,38.750769788758674,35.63274555356813,34.8325473231868,5.817590534447296,10.688695455048256,5.870103010107466,5.817590534447296,10.688695455048256,7.381528798828253,5.446409311019085,0.0011759104701094,0.0012621017599357,0.000268754666452,0.0011759104701094,0.0012621017599357,7.197363670260467e-05,0.0010375688887884,5.206193976398905,7.444715671996443,5.303851049497503,5.206193976398905,7.444715671996443,5.768146083630156,5.299101354294526
2,2.0605643090651595,4.589127661095028,2.1929418690539606,2.0605643090651595,4.589127661095028,2.9592821815183674,2.1694933826144327,4.669014648010057,9.766321515757369,4.919776714913743,4.669014648010057,9.766321515757369,6.205797583873102,5.041533613582411,9.061361109398783,15.56188147201616,9.200613538360267,9.061361109398783,15.56188147201616,10.924420675189609,9.312566139070832,18449.0,18449.0,18449.0,18449.0,18449.0,18449.0,18449.0,50.753371806998224,45.14103033141272,52.17667897027069,50.753371806998224,45.14103033141272,46.91489270328248,36.32024520665325,6.666034485816096,10.395704808755303,6.7969874145831914,6.666034485816096,10.395704808755303,7.715790806553077,6.839432375473739,0.0006466457334108,0.0014399457630563,0.0002452381387462,0.0006466457334108,0.0014399457630563,0.0006823719242931,0.0039253390497708,6.783523433782599,6.789612281530732,6.671133458866796,6.783523433782599,6.789612281530732,6.413991413819786,6.358003602263107
3,2.225835303831284,4.157661532867198,2.19662120538322,2.225835303831284,4.157661532867198,2.778783339448527,1.339824050662188,4.898142747713059,8.478880526423778,4.756468321566079,4.898142747713059,8.478880526423778,5.527147716040987,3.5515313073332124,8.79179138389969,11.269502011490736,8.5240637671941,8.79179138389969,11.269502011490736,9.120947038972472,8.37068798953593,18413.0,18413.0,18413.0,18413.0,18413.0,18413.0,18413.0,36.131204917931626,36.76013834330891,36.12843567699788,36.131204917931626,36.76013834330891,34.50745153345768,36.85514513443101,6.559534869747522,8.003427362636769,6.255465662716343,6.559534869747522,8.003427362636769,6.583707555945365,5.499507948940618,0.0010065204005758,0.0003920585107156,0.0010828793866038,0.0010065204005758,0.0003920585107156,0.0003047173821959,0.0105826885960047,5.989764148086119,4.582714368821031,5.57328195923813,5.989764148086119,4.582714368821031,5.03921012176838,5.463017929385758
4,1.8921721027466494,3.794518562024553,1.8182283967103507,1.8921721027466494,3.794518562024553,2.058645963712772,1.608524645470096,4.306325560760953,6.297790883184935,3.984225613259726,4.306325560760953,6.297790883184935,4.343842046130499,3.4875999130496305,8.363963329857034,8.215380194902153,7.576948123368153,8.363963329857034,8.215380194902153,7.437241379372013,7.812482040811608,18427.0,18427.0,18427.0,18427.0,18427.0,18427.0,18427.0,45.15294104727365,41.77154527369444,44.27431043418566,45.15294104727365,41.77154527369444,42.451217290411705,54.08093959375322,6.15288572489237,6.3824472580768825,5.618542035804981,6.15288572489237,6.3824472580768825,5.569577683661657,5.606131207194892,0.0014980035560315,0.0003279754327818,0.0007734369654832,0.0014980035560315,0.0003279754327818,0.0009805992934509,0.0103057421561221,6.145351844571217,4.210144564371179,5.609503222241673,6.145351844571217,4.210144564371179,5.133612710755446,6.326692376929903
5,2.006901190697549,1.5392859165837312,1.671501503011164,2.006901190697549,1.5392859165837312,1.4708324798767687,1.7252940037113524,4.212500190360155,2.8818907506535663,3.601951706738778,4.212500190360155,2.8818907506535663,3.081444685395767,4.068098409420559,7.350145413734673,4.5681914202450695,6.567792011130906,7.350145413734673,4.5681914202450695,5.417282665303565,7.382262567739634,18439.0,18439.0,18439.0,18439.0,18439.0,18439.0,18439.0,42.59476235121807,39.31211834540959,41.82883084718728,42.59476235121807,39.31211834540959,39.52277303867977,47.7441979593091,5.362695941878896,3.5470216277807727,4.642702885972627,5.362695941878896,3.5470216277807727,4.036508177645055,5.650670867428329,5.5825945626784445e-05,0.0016146415391298,0.0007818057102229,5.5825945626784445e-05,0.0016146415391298,8.325855059230255e-05,0.0085494262598919,4.750787024470963,3.4966055635218063,4.154607995056111,4.750787024470963,3.4966055635218063,3.906474110271534,5.871004206701862
6,1.881343569182707,1.1582612546046671,1.4351755434993267,1.881343569182707,1.1582612546046671,1.1106422239003515,1.9555420750192607,4.025593810297588,2.481126367652096,3.229215699365705,4.025593810297588,2.481126367652096,2.4998056791960037,4.623396755575534,7.362856401564395,4.057217379761819,6.268379429962843,7.362856401564395,4.057217379761819,4.958027484126791,8.695029476392858,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,63.024749183911375,57.001520440231154,63.29670727921594,63.024749183911375,57.001520440231154,60.0022772079133,59.66386949706599,5.697245817157375,3.6392066581432965,4.943091590159596,5.697245817157375,3.6392066581432965,4.1357164183737884,6.437249705544397,0.0004719933513079,0.0002419610224385,0.0003643086027934,0.0004719933513079,0.0002419610224385,0.0001727071999476,0.0084090230802676,6.612412626309732,5.459283269005642,6.377870958058118,6.612412626309732,5.459283269005642,6.023699938374119,7.050958720608806
7,1.783461428954002,3.13012498277113,1.6461560768476917,1.783461428954002,3.13012498277113,1.6367787747265017,1.6467500204740402,4.089303950959893,5.5669171591396625,3.644253907947628,4.089303950959893,5.5669171591396625,3.457354982758416,3.9455214207534426,7.427835284255616,7.864927070882989,6.771807147336102,7.427835284255616,7.864927070882989,6.222502725917997,8.717436591140835,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,34.24084469427567,32.24670136160833,32.67449335277698,34.24084469427567,32.24670136160833,29.549971961844605,33.717253988245346,5.462209155528151,5.81786153462059,4.946907930492464,5.462209155528151,5.81786153462059,4.564440554946173,5.852188714078016,0.0001017443270916,0.0012120898534748,0.0008902450779851,0.0001017443270916,0.0012120898534748,0.0001919199302211,0.0035849365947423,5.085979128201954,3.7546879363614214,4.635607801732311,5.085979128201954,3.7546879363614214,4.134307889940135,5.653779351037073
8,1.7521467680967346,2.7481388701110068,1.9104229443215184,1.7521467680967346,2.7481388701110068,1.8783752184240847,1.638011772300438,3.919334339016028,5.96931238227663,4.175859780831539,3.919334339016028,5.96931238227663,4.3191995121406235,3.665573655887191,7.518034456682212,10.549879692980259,7.7980157237480885,7.518034456682212,10.549879692980259,7.9557646284325685,8.781779102544265,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,35.128930400941215,34.449973761023244,34.23684471836517,35.128930400941215,34.449973761023244,33.99952081786894,34.86857587846796,5.534391527707346,7.085297971474235,5.594312759576365,5.534391527707346,7.085297971474235,5.569771926181506,5.850257339266509,5.9101487888070136e-05,0.0010370642455787,0.0005199002219774,5.9101487888070136e-05,0.0010370642455787,0.0020064030870818,0.0010514103680998,5.3423712889523065,5.2841185668998945,5.111059023087706,5.3423712889523065,5.2841185668998945,4.893361469217736,5.799157310227246
9,1.6683851293862788,2.619501648565749,1.7767974767047443,1.6683851293862788,2.619501648565749,2.0278098605645387,1.182443654914155,3.820922871323619,5.4949839192311565,4.097914797996354,3.820922871323619,5.4949839192311565,4.360494985543891,3.0426743379584895,7.3061210131162415,9.829163632622542,7.5938895469848955,7.3061210131162415,9.829163632622542,8.0154517600575,7.685473374452718,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,18432.0,29.11677491895145,30.483119713120598,27.746958336205783,29.11677491895145,30.483119713120598,26.16482197731415,28.694358423129103,5.109690454912812,7.016492736768085,5.303855229983427,5.109690454912812,7.016492736768085,5.57645303381676,5.233104380177006,9.359747708728168e-07,0.0004511125759861,0.0001435447824551,9.359747708728168e-07,0.0004511125759861,0.0007257565251214,0.0042144831837661,4.480524821639864,5.845792896402773,4.559497459881405,4.480524821639864,5.845792896402773,4.6352626561028485,5.537908610641475
10,1.489300189016301,3.13704951287918,1.6893184478496133,1.489300189016301,3.13704951287918,2.101149332043569,0.9332229205561052,3.193387433329124,5.872478819404966,3.655669458978858,3.193387433329124,5.872478819404966,4.208813665363653,2.30271247219016,6.3184196224700155,8.936308864410083,6.882558461496765,6.3184196224700155,8.936308864410083,7.286539348599119,4.351482855095989,18408.0,18408.0,18408.0,18408.0,18408.0,18408.0,18408.0,31.736919237593213,32.66539660130658,29.27177916674453,31.736919237593213,32.66539660130658,30.183122865619996,28.737366260186526,4.7280277389008685,6.696124231586752,5.1089684626796075,4.7280277389008685,6.696124231586752,5.3852183365664485,3.5154005164209807,0.0007690003433077,0.000518033659404,0.0001025156307161,0.0007690003433077,0.000518033659404,0.0003621073026984,0.0115331659157248,4.661973989829481,4.965143711427339,4.795360746726537,4.661973989829481,4.965143711427339,4.561190644669334,4.05818140732737
